Target affinity,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-8.0,3.352800000000002,0.821263066053089,4.037412887300581,86.09,-8.2,-8.0
-8.0,4.421700000000002,0.3835754564437482,2.4303358515612583,90.17999999999999,-7.1,-8.0
-8.0,3.681200000000003,0.28340837919340894,4.455490391540996,131.02999999999997,-8.1,-8.0
-8.0,3.7958000000000016,0.795289774822126,2.2864024948673247,59.93000000000001,-8.1,-8.0
-8.0,3.435520000000002,0.824401548954891,1.9447037152815252,71.09,-8.1,-8.0
-8.0,2.3930000000000007,0.6743689784700576,2.253253059687122,59.3,-8.4,-8.0
-8.0,3.2166000000000023,0.7628555506170291,2.5816852991263257,56.17,-7.2,-8.0
-8.0,3.163800000000001,0.6658304013575808,3.750720614978599,109.57,-7.9,-8.0
-8.0,4.262900000000003,0.4032387245357945,2.7739468143378154,114.68,-7.6,-8.0
-8.0,1.59012,0.5185062426085715,3.5596894286999117,133.26999999999998,-7.5,-8.0
-8.0,2.147900000000001,0.8108263930013996,3.2131519389946845,78.51,-8.2,-8.0
-8.0,5.660700000000004,0.40717272443170033,4.438942319575587,108.63000000000001,-8.3,-8.0
-8.0,5.107490000000003,0.30808683289567274,2.324597048459788,94.36000000000001,-8.6,-8.0
-8.0,3.6001400000000023,0.7152945343080486,2.012109784511079,62.400000000000006,-8.5,-8.0
-8.0,4.130520000000003,0.4822837119223114,2.3983834962691706,94.09000000000002,-8.3,-8.0
-8.0,4.440600000000001,0.7568000542904928,2.286627823687999,50.7,-8.7,-8.0
-8.0,3.0462000000000016,0.8162993916620032,2.8595945110329115,46.34,-8.2,-8.0
-8.0,3.216600000000001,0.6121514161170469,2.2742090911502864,73.83000000000001,-8.2,-8.0
-8.0,7.750320000000007,0.26029688085795444,2.8654100262318263,47.790000000000006,-7.2,-8.0
-8.0,6.034600000000006,0.1840386263018888,2.2968704984328916,61.14,-7.7,-8.0
-8.0,4.250900000000003,0.4386710706292048,5.27535631642437,97.99,-8.8,-8.0
-8.0,3.8544000000000027,0.5797601380979747,2.547481742395938,83.07999999999998,-8.2,-8.0
-8.0,0.7583999999999991,0.569095047776337,2.8361970369058405,116.74999999999999,-8.3,-8.0
-8.0,5.6051000000000055,0.44932586189746265,2.283022539794114,48.3,-7.6,-8.0
-8.0,2.4539,0.8364404194839123,1.8487864088891541,71.09,-8.0,-8.0
-8.0,2.4631000000000007,0.8378254239415458,2.662500187612247,82.97,-8.2,-8.0
-8.0,4.051400000000002,0.7934540186672497,2.408482730966636,70.67000000000002,-7.7,-8.0
-8.0,3.994900000000003,0.6749493996793868,2.260199587824994,61.19,-8.1,-8.0
-8.0,1.3335,0.6614402759703786,2.232921159384558,74.33000000000001,-7.9,-8.0
-8.0,2.4098000000000006,0.7409818338776777,2.289237204441571,71.0,-8.2,-8.0
-8.0,3.956000000000003,0.5381011182611247,3.32749220438601,90.82,-8.2,-8.0
-8.0,4.306420000000002,0.6528879958241485,2.4915862012116072,72.83,-8.2,-8.0
-8.0,3.8333200000000023,0.2771830237367544,2.3497568584999105,89.88,-7.5,-8.0
-8.0,4.830320000000004,0.4673069958869722,2.522809598349051,67.6,-8.0,-8.0
-8.0,2.51,0.655912428595303,4.253193875949789,87.88,-7.9,-8.0
-8.0,3.245400000000002,0.5493405372461803,3.2405316622867275,72.16,-8.5,-8.0
-8.0,5.566020000000006,0.24750341555450206,2.8718871932409105,100.96,-7.9,-8.0
-8.0,4.3430000000000035,0.6437615589074505,2.3670117606545897,102.17000000000002,-7.9,-8.0
-8.0,2.6510999999999996,0.6906354920150527,3.3614840545379945,108.06,-8.6,-8.0
-8.0,2.3055000000000003,0.2531045666445961,3.0890355508791174,130.21,-8.2,-8.0
-8.0,5.016300000000002,0.5443781042677569,2.745342178054237,59.92,-7.9,-8.0
-8.0,3.052600000000001,0.4728538460607688,2.4781187676750704,76.35,-7.8,-8.0
-8.0,2.958000000000002,0.8525202400674825,2.8066333992599617,32.260000000000005,-8.1,-8.0
-8.0,3.135200000000001,0.4766196755176894,3.9536295812030833,92.01000000000002,-7.7,-8.0
-8.0,4.812200000000004,0.7147911816380904,4.156025983202673,78.45,-7.9,-8.0
-8.0,2.6713000000000013,0.8777485549908877,2.764291464492608,69.72,-7.8,-8.0
-8.0,3.3008000000000015,0.4804035741009623,2.706204402903097,98.21000000000001,-7.8,-8.0
-8.0,2.4864000000000006,0.4804879158120063,3.542419355986164,123.24000000000001,-7.8,-8.0
-8.0,2.3394199999999996,0.5068616525361179,3.33376111461253,123.53999999999999,-8.6,-8.0
-8.0,4.389320000000002,0.47827694998831327,2.1397340403891594,68.28999999999999,-7.5,-8.0
